ID,Site,Period,species,Nr
3612,53,3,Gymnoscelis rufifasciata,2
3613,53,3,Eilema caniola,4
3614,53,3,Hoplodrina hesperica,6
3615,53,3,Trigonophora haasi,2
3616,53,3,Leucania putrescens,1
3617,53,3,Idaea contiguaria,1
3618,53,3,Xestia agathina,6
3619,53,3,Noctua pronuba,4
3620,53,3,Dysgonia algira,1
3621,53,3,Nyctobrya muralis,1
3622,53,3,Crocallis dardoinaria,2
3623,53,3,Ocneria rubea,1
3624,53,3,Xestia castanea,3
3625,53,3,Selidosema taeniolaria,2
3626,53,3,Luperina testacea,1
3627,53,3,Xestia xanthographa,1
3628,53,3,Eugnorisma glareosa,1
3629,53,3,Camptogramma bilineata,1
3630,53,3,Caradrina aspersa,1
3631,53,3,Isturgia miniosaria,8
3632,53,3,Caradrina flavirena,1
3633,53,3,Idaea calunetaria,2
3634,53,3,Selidosema pyrenaearia,1
3635,53,3,Charissa predotae,2
3636,53,3,Bryophila ravula,1
3637,63,3,Xestia agathina,14
3638,63,3,Luperina testacea,2
3639,63,3,Xestia xanthographa,7
3640,63,3,Pachycnemia hippocastanaria,1
3641,63,3,Pachycnemia tibiaria,1
3642,63,3,Tholera decimalis,1
3643,61,3,Scotopteryx peribolata,3
3644,61,3,Pachycnemia tibiaria,3
3645,61,3,Mythimna vitellina,1
3646,61,3,Xestia agathina,28
3647,61,3,Xestia xanthographa,1
3648,61,3,Mesotype didymata,1
3649,61,3,Isturgia miniosaria,1
3650,58,3,Pachycnemia tibiaria,4
3651,58,3,Xestia agathina,9
3652,58,3,Pachycnemia hippocastanaria,1
3653,58,3,Stilbia AGGanomalaandalusiaca,1
3654,58,3,Eugnorisma glareosa,2
3655,58,3,Hoplodrina ambigua,1
3656,58,3,Mythimna vitellina,1
3657,58,3,Pseudenargia ulicis,1
3658,58,3,Scotopteryx peribolata,1
3659,58,3,Xestia xanthographa,1
3660,60,3,Pachycnemia tibiaria,8
3661,60,3,Xestia agathina,20
3662,60,3,Eugnorisma glareosa,3
3663,60,3,Hoplodrina ambigua,1
3664,60,3,Xestia castanea,2
3665,60,3,Pachycnemia hippocastanaria,3
3666,60,3,Omphaloscelis lunosa,1
3667,60,3,Xestia xanthographa,2
3668,60,3,Mythimna vitellina,1
3669,60,3,Trigonophora haasi,2
3670,57,3,Pachycnemia tibiaria,3
3671,57,3,Isturgia miniosaria,4
3672,57,3,Stilbia AGGanomalaandalusiaca,2
3673,57,3,Xestia agathina,9
3674,57,3,Xestia xanthographa,1
3675,57,3,Trigonophora haasi,1
3676,57,3,Scotopteryx peribolata,1
3677,57,3,Pachycnemia hippocastanaria,1
3678,59,3,Isturgia miniosaria,1
3679,59,3,Pachycnemia hippocastanaria,10
3680,59,3,Pachycnemia tibiaria,10
3681,59,3,Pseudenargia ulicis,1
3682,59,3,Trigonophora haasi,2
3683,59,3,Mythimna vitellina,7
3684,59,3,Xestia agathina,37
3685,59,3,Crocallis dardoinaria,1
3686,59,3,Hoplodrina ambigua,4
3687,59,3,Stilbia AGGanomalaandalusiaca,4
3688,59,3,Luperina testacea,2
3689,59,3,Scotopteryx peribolata,2
3690,59,3,Noctua pronuba,3
3691,59,3,Agrotis trux,2
3692,59,3,Hoplodrina hesperica,1
3693,59,3,Xestia xanthographa,11
3694,59,3,Xestia baja,1
3695,59,3,Mythimna albipuncta,1
3696,84,3,Pachycnemia hippocastanaria,10
3697,84,3,Gymnoscelis rufifasciata,3
3698,84,3,Tholera decimalis,8
3699,84,3,Noctua comes,2
3700,84,3,Luperina testacea,13
3701,84,3,Xestia agathina,10
3702,84,3,Idaea degeneraria,1
3703,84,3,Hoplodrina ambigua,1
3704,84,3,Isturgia miniosaria,3
3705,84,3,Hoplodrina hesperica,1
3706,84,3,Thalpophila vitalba,2
3707,84,3,Noctua pronuba,2
3708,84,3,Chloroclystis v-ata,1
3709,84,3,Omphaloscelis lunosa,5
3710,84,3,Agrotis trux,4
3711,84,3,Mesapamea secalis,1
3712,84,3,Xestia baja,1
3713,84,3,Mythimna ferrago,1
3714,84,3,Xestia xanthographa,1
3715,84,3,Xestia castanea,1
3716,84,3,Euxoa tritici,1
3717,84,3,Denticucullus pygmina,1
3718,84,3,Polymixis xanthomista,1
3719,84,3,Idaea subsericeata,1
3720,78,3,Pachycnemia tibiaria,2
3721,78,3,Pachycnemia hippocastanaria,9
3722,78,3,Xestia agathina,44
3723,78,3,Xestia baja,1
3724,78,3,Mythimna albipuncta,2
3725,78,3,Xestia castanea,4
3726,78,3,Noctua janthe,1
3727,78,3,Noctua pronuba,8
3728,78,3,Scopula imitaria,1
3729,78,3,Caradrina flavirena,1
3730,78,3,Xestia xanthographa,5
3731,78,3,Agrotis segetum,1
3732,78,3,Noctua comes,1
3733,78,3,Euxoa obelisca,2
3734,78,3,Scotopteryx peribolata,4
3735,78,3,Noctua tirrenica,1
3736,78,3,Catocala nupta,1
3737,78,3,Thalpophila vitalba,1
3738,78,3,Mythimna ferrago,3
3739,78,3,Agrotis trux,7
3740,78,3,Noctua interjecta,1
3741,78,3,Lymantria dispar,1
3742,78,3,Catocala sponsa,1
3743,78,3,Leucania putrescens,1
3744,78,3,Idaea contiguaria,1
3745,78,3,Stilbia AGGanomalaandalusiaca,1
3746,79,3,Xestia castanea,3
3747,79,3,Gymnoscelis rufifasciata,2
3748,79,3,Pachycnemia hippocastanaria,5
3749,79,3,Antitype chi,1
3750,79,3,Xestia agathina,42
3751,79,3,Mythimna vitellina,2
3752,79,3,Mesapamea secalis,1
3753,79,3,Agrotis trux,14
3754,79,3,Noctua comes,7
3755,79,3,Luperina testacea,1
3756,79,3,Hoplodrina hesperica,3
3757,79,3,Eugnorisma glareosa,1
3758,79,3,Noctua interjecta,1
3759,79,3,Mythimna ferrago,7
3760,79,3,Hoplodrina ambigua,4
3761,79,3,Leucochlaena oditis,1
3762,79,3,Noctua pronuba,9
3763,79,3,Agrotis segetum,2
3764,79,3,Mythimna albipuncta,3
3765,79,3,Euxoa obelisca,1
3766,79,3,Scotopteryx peribolata,2
3767,79,3,Selidosema taeniolaria,1
3768,79,3,Noctua tirrenica,1
3769,79,3,Pachycnemia tibiaria,5
3770,79,3,Stilbia AGGanomalaandalusiaca,8
3771,79,3,Xestia xanthographa,5
3772,79,3,Phlogophora meticulosa,1
3773,79,3,Tholera decimalis,1
3774,79,3,Xestia baja,1
3775,79,3,Polymixis xanthomista,1
3776,79,3,Euxoa tritici,3
3777,82,3,Pachycnemia hippocastanaria,10
3778,82,3,Stilbia AGGanomalaandalusiaca,4
3779,82,3,Pachycnemia tibiaria,3
3780,82,3,Scotopteryx peribolata,3
3781,82,3,Catocala nupta,1
3782,82,3,Noctua pronuba,22
3783,82,3,Mythimna vitellina,2
3784,82,3,Mythimna ferrago,1
3785,82,3,Xestia agathina,64
3786,82,3,Polymixis xanthomista,2
3787,82,3,Agrotis segetum,3
3788,82,3,Scotopteryx coelinaria,1
3789,82,3,Xestia xanthographa,2
3790,82,3,Trigonophora haasi,2
3791,82,3,Hoplodrina ambigua,3
3792,82,3,Catocala optata,1
3793,82,3,Agrotis trux,5
3794,82,3,Thalpophila vitalba,1
3795,82,3,Xestia baja,1
3796,82,3,Euxoa tritici,1
3797,81,3,Pseudoterpna coronillaria,1
3798,81,3,Pachycnemia hippocastanaria,2
3799,81,3,Opisthograptis luteolata,1
3800,81,3,Gymnoscelis rufifasciata,2
3801,81,3,Luperina testacea,2
3802,81,3,Eilema caniola,1
3803,81,3,Catocala nupta,1
3804,81,3,Noctua pronuba,1
3805,81,3,Xestia xanthographa,1
3806,81,3,Xestia baja,3
3807,81,3,Xestia castanea,2
3808,81,3,Mythimna ferrago,3
3809,81,3,Agrotis trux,2
3810,81,3,Catocala optata,1
3811,81,3,Hydriomena furcata,1
3812,81,3,Mormo maura,1
3813,81,3,Xestia agathina,1
3814,81,3,Denticucullus pygmina,1
3815,81,3,Catocala sponsa,1
3816,81,3,Ennomos alniaria,1
3817,80,3,Ennomos alniaria,1
3818,80,3,Gymnoscelis rufifasciata,1
3819,80,3,Epilecta linogrisea,1
3820,80,3,Mythimna ferrago,3
3821,80,3,Xestia agathina,9
3822,80,3,Denticucullus pygmina,1
3823,80,3,Tholera decimalis,1
3824,80,3,Pachycnemia hippocastanaria,1
3825,80,3,Xestia castanea,3
3826,80,3,Luperina testacea,1
3827,80,3,Mythimna albipuncta,1
3828,80,3,Crocallis dardoinaria,1
3829,80,3,Pachycnemia tibiaria,1
3830,80,3,Euxoa tritici,1
3831,80,3,Noctua pronuba,2
3832,80,3,Scopula imitaria,1
3833,83,3,Scotopteryx peribolata,3
3834,83,3,Xestia agathina,62
3835,83,3,Mythimna ferrago,5
3836,83,3,Xestia xanthographa,22
3837,83,3,Xestia castanea,11
3838,83,3,Pachycnemia tibiaria,2
3839,83,3,Trigonophora haasi,2
3840,83,3,Noctua comes,2
3841,83,3,Stilbia AGGanomalaandalusiaca,1
3842,83,3,Luperina testacea,4
3843,83,3,Pachycnemia hippocastanaria,2
3844,83,3,Eugnorisma glareosa,2
3845,83,3,Eugnorisma arenoflavida,1
3846,83,3,Tholera decimalis,1
3847,83,3,Hoplodrina ambigua,2
3848,83,3,Agrotis trux,5
3849,83,3,Mesapamea secalis,1
3850,83,3,Xestia baja,6
3851,83,3,Euxoa tritici,2
3852,83,3,Noctua pronuba,2
3853,83,3,Mythimna vitellina,1
3854,62,3,Gymnoscelis rufifasciata,2
3855,62,3,Stilbia AGGanomalaandalusiaca,3
3856,62,3,Pachycnemia hippocastanaria,8
3857,62,3,Mesapamea secalis,1
3858,62,3,Agrotis trux,15
3859,62,3,Eugnorisma glareosa,2
3860,62,3,Xestia xanthographa,21
3861,62,3,Trigonophora haasi,19
3862,62,3,Noctua pronuba,28
3863,62,3,Agrotis segetum,5
3864,62,3,Noctua interjecta,2
3865,62,3,Xestia agathina,59
3866,62,3,Xestia baja,9
3867,62,3,Agrotis ipsilon,1
3868,62,3,Mythimna ferrago,5
3870,62,3,Hoplodrina ambigua,7
3871,62,3,Antitype chi,3
3872,62,3,Noctua comes,2
3873,62,3,Selidosema taeniolaria,2
3874,62,3,Hoplodrina hesperica,2
3875,62,3,Mythimna vitellina,3
3876,62,3,Mythimna albipuncta,1
3877,62,3,Lycophotia porphyrea,1
3878,62,3,Eilema caniola,3
3879,62,3,Pachycnemia tibiaria,8
3880,62,3,Noctua janthe,1
3881,62,3,Euxoa tritici,2
3882,70,3,Isturgia miniosaria,5
3883,70,3,Pachycnemia hippocastanaria,17
3884,70,3,Scotopteryx peribolata,3
3885,70,3,Xestia agathina,25
3886,70,3,Xestia castanea,1
3887,70,3,Coscinia cribraria,1
3888,70,3,Pachycnemia tibiaria,2
3889,70,3,Luperina testacea,2
3890,70,3,Lasiocampa trifolii,1
3891,70,3,Xestia xanthographa,3
3892,70,3,Agrotis trux,3
3893,70,3,Eugnorisma glareosa,2
3894,70,3,Stilbia AGGanomalaandalusiaca,2
3895,70,3,Tholera decimalis,2
3896,70,3,Luperina nickerlii,2
3897,70,3,Trigonophora haasi,1
3898,68,3,Isturgia miniosaria,3
3899,68,3,Luperina testacea,9
3900,68,3,Xestia xanthographa,6
3901,68,3,Pachycnemia hippocastanaria,1
3902,68,3,Xestia agathina,2
3903,68,3,Tholera decimalis,3
3904,68,3,Omphaloscelis lunosa,2
3905,68,3,Thalpophila vitalba,1
3906,68,3,Pachycnemia tibiaria,1
3907,68,3,Scotopteryx peribolata,1
3908,65,3,Xestia agathina,13
3909,65,3,Epirrhoe galiata,1
3910,65,3,Gymnoscelis rufifasciata,1
3911,65,3,Xestia xanthographa,7
3912,65,3,Pachycnemia hippocastanaria,1
3913,65,3,Scotopteryx peribolata,1
3914,65,3,Selidosema pyrenaearia,1
3915,65,3,Scotopteryx coelinaria,1
3916,65,3,Thalpophila vitalba,1
3917,65,3,Isturgia miniosaria,1
3918,65,3,Pachycnemia tibiaria,1
3919,67,3,Xestia xanthographa,3
3920,67,3,Pachycnemia tibiaria,1
3921,67,3,Agrotis trux,3
3922,67,3,Polymixis xanthomista,2
3923,67,3,Xestia agathina,5
3924,67,3,Stilbia AGGanomalaandalusiaca,3
3925,67,3,Scotopteryx peribolata,3
3926,67,3,Scotopteryx coelinaria,1
3927,67,3,Noctua interjecta,1
3928,67,3,Pachycnemia hippocastanaria,1
3929,64,3,Selidosema pyrenaearia,1
3930,64,3,Xestia agathina,14
3931,64,3,Pachycnemia hippocastanaria,1
3932,64,3,Xestia xanthographa,6
3933,64,3,Luperina testacea,1
3934,64,3,Lycophotia porphyrea,1
3935,64,3,Cymbalophora pudica,1
3936,64,3,Scotopteryx peribolata,2
3937,64,3,Pachycnemia tibiaria,2
3938,64,3,Lasiocampa trifolii,1
3939,64,3,Agrotis trux,1
3940,64,3,Euxoa tritici,1
3941,66,3,Stilbia AGGanomalaandalusiaca,1
3942,66,3,Scotopteryx peribolata,1
3943,66,3,Xestia xanthographa,6
3944,66,3,Luperina testacea,2
3945,66,3,Tholera decimalis,1
3946,66,3,Agrotis trux,1
3947,66,3,Gymnoscelis rufifasciata,1
3948,66,3,Xestia agathina,3
3949,69,3,Polymixis xanthomista,1
3950,69,3,Xestia agathina,6
3951,69,3,Luperina testacea,4
3952,69,3,Xestia xanthographa,4
3953,69,3,Scotopteryx peribolata,4
3954,69,3,Pachycnemia tibiaria,1
3955,69,3,Trigonophora haasi,3
3956,69,3,Stilbia AGGanomalaandalusiaca,5
3957,69,3,Eugnorisma glareosa,2
3958,69,3,Dryobotodes roboris,1
3959,69,3,Agrotis trux,5
3960,69,3,Euxoa obelisca,2
3961,69,3,Leucochlaena oditis,1
3962,69,3,Gymnoscelis rufifasciata,1
3963,69,3,Hoplodrina ambigua,1
3964,69,3,Lycophotia porphyrea,1
3965,69,3,Charissa predotae,1
3966,76,3,Xestia agathina,16
3967,76,3,Mythimna ferrago,3
3968,76,3,Xestia xanthographa,5
3969,76,3,Pseudoterpna coronillaria,2
3970,76,3,Eugnorisma glareosa,3
3971,76,3,Pachycnemia hippocastanaria,4
3972,76,3,Tholera decimalis,1
3973,76,3,Agrotis trux,3
3974,76,3,Luperina testacea,2
3975,76,3,Lacanobia contigua,1
3976,76,3,Isturgia miniosaria,1
3977,76,3,Noctua tirrenica,1
3978,77,3,Luperina testacea,8
3979,77,3,Eugnorisma glareosa,2
3980,77,3,Thalpophila vitalba,2
3981,77,3,Xestia agathina,2
3982,77,3,Luperina nickerlii,1
3983,77,3,Xestia xanthographa,14
3984,77,3,Agrotis bigramma,1
3985,77,3,Pachycnemia hippocastanaria,2
3986,77,3,Omphaloscelis lunosa,2
3987,77,3,Stilbia AGGanomalaandalusiaca,1
3988,77,3,Xestia baja,1
3989,77,3,Isturgia miniosaria,1
3990,77,3,Tholera decimalis,1
3991,77,3,Mythimna ferrago,1
3992,75,3,Luperina testacea,8
3993,75,3,Omphaloscelis lunosa,3
3994,75,3,Scotopteryx peribolata,1
3995,75,3,Tholera decimalis,9
3996,75,3,Timandra comae,1
3997,75,3,Xestia xanthographa,2
3998,75,3,Pseudoterpna coronillaria,1
3999,71,3,Pseudoterpna coronillaria,3
4000,71,3,Trigonophora flammeaT,1
4001,71,3,Xestia xanthographa,7
4002,71,3,Luperina testacea,9
4003,71,3,Camptogramma bilineata,1
4004,71,3,Scotopteryx peribolata,1
4005,71,3,Tholera decimalis,3
4006,71,3,Eugnorisma glareosa,2
4007,71,3,Xestia agathina,5
4008,71,3,Pachycnemia hippocastanaria,3
4009,71,3,Mythimna ferrago,2
4010,71,3,Xestia baja,2
4011,71,3,Leucochlaena oditis,1
4012,71,3,Agrotis trux,1
4013,73,3,Xestia xanthographa,1
4014,73,3,Pachycnemia hippocastanaria,2
4015,73,3,Pseudenargia ulicis,1
4016,73,3,Colocasia coryli,1
4017,73,3,Eugnorisma glareosa,2
4018,73,3,Crocallis dardoinaria,1
4019,73,3,Mythimna unipuncta,1
4020,73,3,Luperina testacea,11
4021,73,3,Xestia agathina,1
4022,73,3,Tholera decimalis,1
4023,73,3,Xestia baja,1
4024,74,3,Isturgia miniosaria,12
4025,74,3,Campaea margaritaria,1
4026,74,3,Crocallis dardoinaria,2
4027,74,3,Pseudenargia ulicis,1
4028,74,3,Xestia baja,2
4029,74,3,Agrotis trux,2
4030,74,3,Eilema complana,1
4031,74,3,Pachycnemia hippocastanaria,4
4032,74,3,Pachycnemia tibiaria,1
4033,74,3,Eugnorisma glareosa,3
4034,74,3,Xestia xanthographa,3
4035,74,3,Xestia agathina,3
4036,74,3,Trigonophora haasi,1
4037,72,3,Isturgia miniosaria,6
4038,72,3,Pachycnemia hippocastanaria,1
4039,72,3,Eugnorisma glareosa,5
4040,72,3,Luperina testacea,3
4041,72,3,Agrotis trux,3
4042,72,3,Mythimna vitellina,1
4043,72,3,Xestia xanthographa,2
4044,72,3,Leucania putrescens,1
4045,72,3,Hoplodrina ambigua,1
4046,72,3,Xestia agathina,1
4047,72,3,Idaea contiguaria,1
4048,72,3,Thera obeliscata,1
4049,10,3,Coscinia cribraria,1
4050,10,3,Isturgia miniosaria,5
4051,10,3,Eugnorisma glareosa,4
4052,10,3,Xestia xanthographa,9
4053,10,3,Polymixis lichenea,1
4054,10,3,Thalpophila vitalba,1
4055,10,3,Omphaloscelis lunosa,2
4056,10,3,Gymnoscelis rufifasciata,1
4057,10,3,Tholera decimalis,1
4058,10,3,Xestia agathina,14
4059,10,3,Agrotis trux,1
4060,10,3,Agrotis segetum,1
4061,10,3,Luperina testacea,3
4062,10,3,Xestia castanea,1
4063,10,3,Stilbia AGGanomalaandalusiaca,1
4064,10,3,Lycophotia porphyrea,1
4065,9,3,Pachycnemia hippocastanaria,1
4066,9,3,Omphaloscelis lunosa,39
4067,9,3,Isturgia miniosaria,10
4068,9,3,Gymnoscelis rufifasciata,2
4069,9,3,Luperina testacea,12
4070,9,3,Tholera decimalis,2
4071,9,3,Xestia xanthographa,10
4072,9,3,Trigonophora haasi,2
4073,9,3,Mythimna ferrago,1
4074,9,3,Mesotype didymata,1
4075,9,3,Epirrhoe alternataE,1
4076,9,3,Xestia agathina,1
4078,9,3,Stilbia AGGanomalaandalusiaca,2
4079,9,3,Coscinia cribraria,1
4080,9,3,Cosmorhoe ocellata,1
4081,11,3,Xestia xanthographa,10
4082,11,3,Omphaloscelis lunosa,2
4083,11,3,Xestia agathina,7
4084,11,3,Thalpophila vitalba,1
4085,11,3,Luperina testacea,4
4086,11,3,Isturgia miniosaria,4
4087,11,3,Eugnorisma glareosa,5
4088,11,3,Pachycnemia hippocastanaria,1
4089,11,3,Stilbia AGGanomalaandalusiaca,1
4090,11,3,Polymixis xanthomista,1
4091,11,3,Trigonophora haasi,1
4092,11,3,Colocasia coryli,1
4093,11,3,Mesotype didymata,1
4094,11,3,Pachycnemia tibiaria,1
4095,8,3,Isturgia miniosaria,7
4096,8,3,Pseudoterpna coronillaria,7
4097,8,3,Trigonophora haasi,3
4098,8,3,Pachycnemia hippocastanaria,6
4099,8,3,Xestia xanthographa,11
4100,8,3,Eugnorisma glareosa,2
4101,8,3,Epirrhoe alternataE,2
4102,8,3,Luperina testacea,6
4103,8,3,Xestia agathina,6
4104,8,3,Bryophila domestica,1
4105,8,3,Stilbia AGGanomalaandalusiaca,2
4106,8,3,Coscinia cribraria,2
4107,8,3,Agrotis segetum,1
4108,8,3,Thalpophila vitalba,1
4109,8,3,Tholera decimalis,2
4110,8,3,Omphaloscelis lunosa,3
4111,8,3,Leucania putrescens,1
4112,8,3,Scotopteryx peribolata,1
4113,8,3,Noctua comes,1
4114,14,3,Mesotype didymata,2
4115,14,3,Tholera decimalis,11
4116,14,3,Xestia xanthographa,19
4117,14,3,Omphaloscelis lunosa,17
4118,14,3,Trigonophora haasi,5
4119,14,3,Isturgia miniosaria,3
4120,14,3,Mythimna ferrago,1
4121,14,3,Polymixis xanthomista,1
4122,14,3,Xestia agathina,3
4123,14,3,Luperina testacea,13
4124,14,3,Charissa obscurata,1
4125,14,3,Stilbia AGGanomalaandalusiaca,1
4126,14,3,Pachycnemia hippocastanaria,3
4127,14,3,Camptogramma bilineata,1
4128,14,3,Menophra abruptaria,1
4129,14,3,Eugnorisma glareosa,2
4130,14,3,Xestia castanea,1
4131,14,3,Idaea contiguaria,1
4132,14,3,Pseudoterpna coronillaria,1
4133,14,3,Thalpophila vitalba,1
4134,12,3,Gymnoscelis rufifasciata,1
4135,12,3,Pachycnemia hippocastanaria,3
4136,12,3,Isturgia miniosaria,6
4137,12,3,Eugnorisma glareosa,2
4138,12,3,Rhoptria asperaria,1
4139,12,3,Coscinia cribraria,2
4140,12,3,Antitype chi,1
4141,12,3,Cosmorhoe ocellata,1
4142,12,3,Xestia agathina,20
4143,12,3,Tholera decimalis,5
4144,12,3,Xestia xanthographa,15
4145,12,3,Xestia castanea,1
4146,12,3,Thalpophila vitalba,3
4147,12,3,Lasiocampa trifolii,1
4148,12,3,Pachycnemia tibiaria,3
4149,12,3,Stilbia AGGanomalaandalusiaca,2
4150,12,3,Omphaloscelis lunosa,5
4151,12,3,Agrotis segetum,1
4152,12,3,Pseudoterpna coronillaria,1
4153,12,3,Luperina testacea,1
4154,13,3,Xestia xanthographa,15
4155,13,3,Pachycnemia hippocastanaria,9
4156,13,3,Xestia agathina,28
4157,13,3,Pachycnemia tibiaria,6
4158,13,3,Gymnoscelis rufifasciata,1
4159,13,3,Scotopteryx coelinaria,2
4160,13,3,Luperina testacea,1
4161,13,3,Stilbia AGGanomalaandalusiaca,2
4162,13,3,Mythimna ferrago,1
4163,13,3,Lycophotia porphyrea,2
4164,13,3,Trigonophora haasi,1
4165,13,3,Eugnorisma glareosa,2
4166,13,3,Xestia baja,1
4167,13,3,Idaea contiguaria,1
4168,13,3,Xanthia icteritia,1
4169,7,3,Laothoe populi,1
4170,7,3,Pachycnemia hippocastanaria,2
4171,7,3,Pseudoterpna coronillaria,1
4172,7,3,Isturgia miniosaria,5
4173,7,3,Eugnorisma glareosa,8
4174,7,3,Pachycnemia tibiaria,4
4175,7,3,Luperina testacea,7
4176,7,3,Xestia xanthographa,10
4177,7,3,Tholera decimalis,3
4178,7,3,Coscinia cribraria,1
4179,7,3,Xestia castanea,1
4180,7,3,Xestia agathina,6
4181,7,3,Thalpophila vitalba,1
4182,7,3,Omphaloscelis lunosa,5
4183,7,3,Trigonophora haasi,1
4184,7,3,Idaea subsericeata,1
4185,7,3,Scotopteryx peribolata,1
4186,7,3,Euxoa tritici,2
4187,5,3,Pachycnemia hippocastanaria,1
4188,5,3,Tholera decimalis,1
4189,5,3,Isturgia miniosaria,6
4190,5,3,Xestia agathina,16
4191,5,3,Thalpophila vitalba,1
4192,5,3,Xestia xanthographa,11
4193,5,3,Epirrhoe alternataE,1
4194,5,3,Pachycnemia tibiaria,1
4195,5,3,Agrotis trux,1
4196,5,3,Idaea contiguaria,1
4197,5,3,Mythimna vitellina,1
4198,5,3,Eugnorisma glareosa,5
4199,5,3,Luperina testacea,2
4200,5,3,Macaria alternataM,1
4201,5,3,Omphaloscelis lunosa,2
4202,5,3,Cosmorhoe ocellata,1
4203,1,3,Pachycnemia hippocastanaria,2
4204,1,3,Aporophyla nigra,1
4205,1,3,Xestia agathina,9
4206,1,3,Tholera decimalis,2
4207,1,3,Gymnoscelis rufifasciata,1
4208,1,3,Xestia xanthographa,7
4209,1,3,Eugnorisma glareosa,2
4210,1,3,Trigonophora haasi,1
4211,1,3,Pachycnemia tibiaria,1
4212,1,3,Stilbia AGGanomalaandalusiaca,1
4213,1,3,Luperina testacea,2
4214,3,3,Isturgia miniosaria,2
4215,3,3,Catocala nupta,1
4216,3,3,Thalpophila vitalba,1
4217,3,3,Xestia agathina,10
4218,3,3,Eugnorisma glareosa,11
4219,3,3,Xestia xanthographa,3
4220,3,3,Pachycnemia hippocastanaria,5
4221,3,3,Aporophyla nigra,1
4222,3,3,Trigonophora haasi,3
4223,3,3,Luperina testacea,1
4225,3,3,Macaria alternataM,1
4226,3,3,Stilbia AGGanomalaandalusiaca,3
4227,3,3,Pseudoterpna coronillaria,1
4228,3,3,Agrotis trux,1
4229,6,3,Trigonophora haasi,1
4230,6,3,Xestia agathina,13
4231,6,3,Xestia xanthographa,8
4232,6,3,Rhoptria asperaria,1
4233,6,3,Pachycnemia hippocastanaria,3
4234,6,3,Luperina testacea,4
4235,6,3,Tholera decimalis,1
4236,6,3,Isturgia miniosaria,4
4237,6,3,Gymnoscelis rufifasciata,1
4238,6,3,Eugnorisma glareosa,1
4239,6,3,Noctua comes,1
4240,2,3,Pseudoterpna coronillaria,1
4241,2,3,Isturgia miniosaria,2
4242,2,3,Eugnorisma glareosa,10
4243,2,3,Xestia agathina,13
4244,2,3,Xestia xanthographa,11
4245,2,3,Luperina testacea,3
4246,2,3,Noctua comes,1
4247,2,3,Omphaloscelis lunosa,1
4248,2,3,Trigonophora flammeaT,2
4249,2,3,Agrotis segetum,1
4250,2,3,Coscinia cribraria,1
4251,2,3,Mythimna vitellina,1
4252,2,3,Gymnoscelis rufifasciata,1
4253,4,3,Isturgia miniosaria,5
4254,4,3,Trigonophora haasi,3
4255,4,3,Xestia xanthographa,1
4256,4,3,Pseudenargia ulicis,1
4257,21,3,Luperina testacea,3
4258,21,3,Omphaloscelis lunosa,85
4259,21,3,Tholera decimalis,4
4260,21,3,Phragmatobia fuliginosa,1
4261,21,3,Xestia xanthographa,2
4262,20,3,Omphaloscelis lunosa,15
4263,20,3,Mythimna albipuncta,1
4264,20,3,Luperina testacea,4
4265,20,3,Thalpophila vitalba,1
4266,20,3,Xestia xanthographa,19
4267,20,3,Xestia agathina,3
4268,20,3,Trigonophora haasi,1
4269,20,3,Agrotis trux,1
4270,16,3,Isturgia miniosaria,1
4271,16,3,Omphaloscelis lunosa,45
4272,16,3,Luperina testacea,9
4273,16,3,Xestia xanthographa,21
4274,16,3,Eugnorisma glareosa,2
4275,16,3,Aporophyla nigra,1
4276,16,3,Euxoa tritici,1
4277,16,3,Tholera decimalis,2
4278,16,3,Polymixis lichenea,1
4279,16,3,Noctua pronuba,1
4280,16,3,Hoplodrina hesperica,1
4281,16,3,Xestia agathina,1
4282,15,3,Pseudoterpna coronillaria,1
4283,15,3,Luperina testacea,6
4284,15,3,Mythimna ferrago,1
4285,15,3,Omphaloscelis lunosa,20
4286,15,3,Xestia xanthographa,19
4287,15,3,Trigonophora flammeaT,1
4288,15,3,Tholera decimalis,2
4289,15,3,Noctua pronuba,2
4290,15,3,Cosmorhoe ocellata,1
4291,15,3,Stilbia AGGanomalaandalusiaca,1
4292,15,3,Coscinia cribraria,1
4293,15,3,Leucochlaena oditis,1
4294,15,3,Agrotis trux,1
4295,15,3,Hoplodrina hesperica,1
4296,19,3,Xestia xanthographa,3
4297,19,3,Pseudoterpna coronillaria,2
4298,19,3,Omphaloscelis lunosa,12
4299,19,3,Luperina nickerlii,1
4300,19,3,Luperina testacea,9
4301,19,3,Isturgia miniosaria,2
4302,19,3,Trigonophora flammeaT,1
4303,19,3,Noctua pronuba,1
4304,19,3,Tholera decimalis,2
4305,19,3,Xestia castanea,2
4306,19,3,Trigonophora haasi,2
4307,19,3,Noctua comes,2
4308,19,3,Agrotis trux,2
4309,19,3,Aporophyla nigra,1
4310,19,3,Leucochlaena oditis,1
4311,17,3,Omphaloscelis lunosa,31
4312,17,3,Xestia xanthographa,16
4313,17,3,Noctua pronuba,1
4314,17,3,Eugnorisma glareosa,1
4315,17,3,Luperina testacea,4
4316,17,3,Hoplodrina ambigua,2
4317,17,3,Trigonophora flammeaT,1
4318,17,3,Xestia agathina,1
4319,17,3,Pachycnemia tibiaria,1
4320,17,3,Phragmatobia fuliginosa,1
4321,17,3,Tholera decimalis,1
4322,17,3,Trigonophora haasi,1
